id,firstname,lastname,course,year,gender
2026-4264,Olivia,Mendoza,BA Fil,4,Male
2026-4265,Daniel,Alvarez,BA His,1,Female
2026-4266,Zion,Tanada,BA Pan,2,Other
2026-4267,Ana,Macaraeg,BA PoS,3,Male
2026-4268,Neil,Nguyen,BA Psych,4,Female
2026-4269,Jared,Ocampo,BA Soc,1,Other
2026-4270,Nathan,Madrigal,BAELS,2,Male
2026-4271,Kenneth,Co,BALCS,3,Female
2026-4272,Faye,Quisumbing,BET-CET,4,Other
2026-4273,Patricia,David,BET-ChET,1,Male
2026-4274,Elena,Quijano,BET-EET,2,Female
2026-4275,Bea,Mercado,BET-EST,3,Other
2026-4276,Denise,Torres,BET-MET,4,Male
2026-4277,Simon,Zulueta,BET-MMT,1,Female
2026-4278,Katherine,Quisumbing,BS Applied Physics,2,Other
2026-4279,Jasmine,Del Rosario,BS Bio-Animal Biology,3,Male
2026-4280,Bea,Tiongson,BS Bio-Biodiversity,4,Female
2026-4281,Marnie,Soriano,BS Bio-Microbiology,1,Other
2026-4282,Roderick,Lopez,BS Bio-Plant Biology,2,Male
2026-4283,Angela,Abad,BS Chem,3,Female
2026-4284,Emilio,Rivera,BS Econ,4,Other
2026-4285,Naomi,Velasco,BS HM,1,Male
2026-4286,Daphne,Hernandez,BS IAM,2,Female
2026-4287,Martin,Ferrer,BS Mar,3,Other
2026-4288,Kenneth,Ong,BS Math,4,Male
2026-4289,Ian,Baldwin,BS Physics,1,Female
2026-4290,Clara,Umali,BS Stat,2,Other
2026-4291,Enzo,Javier,BSA,3,Male
2026-4292,Lourdes,Magtibay,BSBA-BE,4,Female
2026-4293,Denise,Urbano,BSBA-MM,1,Other
2026-4294,Orlando,Rosales,BSCE,2,Male
2026-4295,Ryan,Razon,BSCE,3,Female
2026-4296,Andrea,Alvarez,BSCS,4,Other
2026-4297,Denise,Wong,BSCerE,1,Male
2026-4298,Samuel,Mendoza,BSChE,2,Female
2026-4299,Frances,Lorenzo,BSCpE,3,Other
2026-4300,Isabella,Jacinto,BSECE,4,Male
2026-4301,Clarisse,Delos Santos,BSEE,1,Female
2026-4302,Sofia,Kasim,BSEME,2,Other
2026-4303,Jared,Sanchez,BSENTREP,3,Male
2026-4304,Aiden,De Leon,BSEnE,4,Female
2026-4305,Tobias,Uy,BSIS,1,Other
2026-4306,Ariana,Pineda,BSIT,2,Male
2026-4307,Zion,Garcia,BSME,3,Female
2026-4308,Arman,Fernandez,BSMEE,4,Other
2026-4309,Andrea,Luna,BSMetE,1,Male
2026-4310,Wesley,Reyes,BSCE,2,Female
2026-4311,Wendy,Benedicto,BSPhil,3,Other
2026-4312,Elias,Serrano,BSPsych,4,Male
2026-4313,Isagani,Velez,BA Fil,1,Female
2026-4314,Faith,Santiago,BA His,2,Other
2026-4315,Eric,Valdez,BA Pan,3,Male
2026-4316,Cyrus,Isidro,BA PoS,4,Female
2026-4317,Carlo,Hernando,BA Psych,1,Other
2026-4318,Tristan,Ortega,BA Soc,2,Male
2026-4319,Katherine,Estrella,BAELS,3,Female
2026-4320,Joshua,Uy,BALCS,4,Other
2026-4321,Samuel,Mercado,BET-CET,1,Male
2026-4322,Juan,San Jose,BET-ChET,2,Female
2026-4323,Ana,Robles,BET-EET,3,Other
2026-4324,Ariel,Osorio,BET-EST,4,Male
2026-4325,Liam,Co,BET-MET,1,Female
2026-4326,Noah,Soriano,BET-MMT,2,Other
2026-4327,Faye,Yason,BS Applied Physics,3,Male
2026-4328,Brian,Espinosa,BS Bio-Animal Biology,4,Female
2026-4329,Zachary,Vargas,BS Bio-Biodiversity,1,Other
2026-4330,Faith,Luna,BS Bio-Microbiology,2,Male
2026-4331,Rafael,De Leon,BS Bio-Plant Biology,3,Female
2026-4332,Adrian,Sanchez,BS Chem,4,Other
2026-4333,Hannah,Lorenzo,BS Econ,1,Male
2026-4334,Zachary,Jacinto,BS HM,2,Female
2026-4335,Zachary,Nguyen,BS IAM,3,Other
2026-4336,Celeste,Velez,BS Mar,4,Male
2026-4337,Samuel,Aguilar,BS Math,1,Female
2026-4338,Faith,Fuentes,BS Physics,2,Other
2026-4339,Neil,Lopez,BS Stat,3,Male
2026-4340,Nathan,Manalo,BSA,4,Female
2026-4341,Quinn,Aguilar,BSBA-BE,1,Other
2026-4342,Elias,Osorio,BSBA-MM,2,Male
2026-4343,Tobias,Urbano,BSCE,3,Female
2026-4344,Cedric,Aguilar,BSCE,4,Other
2026-4345,Ulysses,Guevara,BSCS,1,Male
2026-4346,Sebastian,De Leon,BSCerE,2,Female
2026-4347,Zachary,Quijano,BSChE,3,Other
2026-4348,Mia,Natividad,BSCpE,4,Male
2026-4349,Isabella,Hernando,BSECE,1,Female
2026-4350,Heidi,Macaraeg,BSEE,2,Other
2026-4351,Ariel,Fuentes,BSEME,3,Male
2026-4352,Sofia,Lorenzo,BSENTREP,4,Female
2026-4353,Tessa,Madrigal,BSEnE,1,Other
2026-4354,Clarisse,Velasco,BSIS,2,Male
2026-4355,Selena,Tan,BSIT,3,Female
2026-4356,Rita,Velasco,BSME,4,Other
2026-4357,Elena,Osorio,BSMEE,1,Male
2026-4358,Noah,Gatdula,BSMetE,2,Female
2026-4359,Valerie,Tan,BSCE,3,Other
2026-4360,Tessa,Bernardo,BSPhil,4,Male
2026-4361,Yvette,Domingo,BSPsych,1,Female
2026-4362,Ariana,Umali,BA Fil,2,Other
2026-4363,Althea,Jalandoni,BA His,3,Male
2026-4364,Olivia,Garcia,BA Pan,4,Female
2026-4365,Naomi,Robles,BA PoS,1,Other
2026-4366,Ulysses,Samson,BA Psych,2,Male
2026-4367,Ella,Fuentes,BA Soc,3,Female
2026-4368,Carmen,Fernandez,BAELS,4,Other
2026-4369,Ryan,Kabiling,BALCS,1,Male
2026-4370,Roderick,Nguyen,BET-CET,2,Female
2026-4371,Sofia,Roxas,BET-ChET,3,Other
2026-4372,Carmen,David,BET-EET,4,Male
2026-4373,Elias,Zamora,BET-EST,1,Female
2026-4374,Cedric,Mercado,BET-MET,2,Other
2026-4375,Karl,Jalandoni,BET-MMT,3,Male
2026-4376,Maya,Lopez,BS Applied Physics,4,Female
2026-4377,Daniel,Bernardo,BS Bio-Animal Biology,1,Other
2026-4378,Joshua,Fuentes,BS Bio-Biodiversity,2,Male
2026-4379,George,Hernandez,BS Bio-Microbiology,3,Female
2026-4380,Christian,Calixto,BS Bio-Plant Biology,4,Other
2026-4381,Patrick,Razon,BS Chem,1,Male
2026-4382,Andrea,Quinones,BS Econ,2,Female
2026-4383,Clara,Salazar,BS HM,3,Other
2026-4384,Maya,Paredes,BS IAM,4,Male
2026-4385,Mia,Hidalgo,BS Mar,1,Female
2026-4386,Ariel,Quinto,BS Math,2,Other
2026-4387,Hannah,David,BS Physics,3,Male
2026-4388,Kevin,Quijano,BS Stat,4,Female
2026-4389,Joshua,Rivera,BSA,1,Other
2026-4390,Hector,Hidalgo,BSBA-BE,2,Male
2026-4391,Eric,Garcia,BSBA-MM,3,Female
2026-4392,Zachary,Kara,BSCE,4,Other
2026-4393,Vincent,Velez,BSCE,1,Male
2026-4394,Leah,Manalo,BSCS,2,Female
2026-4395,Diana,Soriano,BSCerE,3,Other
2026-4396,Lina,Umali,BSChE,4,Male
2026-4397,Nina,Velasco,BSCpE,1,Female
2026-4398,Cyrus,Herrera,BSECE,2,Other
2026-4399,Brenda,Inocencio,BSEE,3,Male
2026-4400,Yvonne,Bernardo,BSEME,4,Female
2026-4401,Tobias,Gutierrez,BSENTREP,1,Other
2026-4402,Ramon,Kasim,BSEnE,2,Male
2026-4403,Jose,Sanchez,BSIS,3,Female
2026-4404,Paula,Bernardo,BSIT,4,Other
2026-4405,Joy,Lim,BSME,1,Male
2026-4406,Neil,Quiambao,BSMEE,2,Female
2026-4407,Gavin,Ibrahim,BSMetE,3,Other
2026-4408,Gavin,Del Rosario,BSCE,4,Male
2026-4409,Irene,Luna,BSPhil,1,Female
2026-4410,Sebastian,Manansala,BSPsych,2,Other
2026-4411,Liam,Ferrer,BA Fil,3,Male
2026-4412,Victor,Bernardo,BA His,4,Female
2026-4413,Tristan,Tanada,BA Pan,1,Other
2026-4414,Kenneth,Soriano,BA PoS,2,Male
2026-4415,Maya,Villanueva,BA Psych,3,Female
2026-4416,Ophelia,Ocampo,BA Soc,4,Other
2026-4417,Ella,Tan,BAELS,1,Male
2026-4418,Ian,Tagle,BALCS,2,Female
2026-4419,Tristan,Salazar,BET-CET,3,Other
2026-4420,Nathan,Velez,BET-ChET,4,Male
2026-4421,Gabriel,Benedicto,BET-EET,1,Female
2026-4422,Diana,Baldwin,BET-EST,2,Other
2026-4423,Bella,Bautista,BET-MET,3,Male
2026-4424,Jasmine,Ibrahim,BET-MMT,4,Female
2026-4425,Mark,Salazar,BS Applied Physics,1,Other
2026-4426,Kevin,Aguilar,BS Bio-Animal Biology,2,Male
2026-4427,Daniel,Lorenzo,BS Bio-Biodiversity,3,Female
2026-4428,Bea,Sison,BS Bio-Microbiology,4,Other
2026-4429,Orlando,Urbano,BS Bio-Plant Biology,1,Male
2026-4430,Kevin,Tanada,BS Chem,2,Female
2026-4431,Uriel,Morales,BS Econ,3,Other
2026-4432,Katherine,Serrano,BS HM,4,Male
2026-4433,Frances,Alvarez,BS IAM,1,Female
2026-4434,Ana,Osorio,BS Mar,2,Other
2026-4435,Wesley,Quinones,BS Math,3,Male
2026-4436,Vera,Quiambao,BS Physics,4,Female
2026-4437,Ella,Quinones,BS Stat,1,Other
2026-4438,Zion,Mendoza,BSA,2,Male
2026-4439,Ana,Paredes,BSBA-BE,3,Female
2026-4440,Monica,Macaraeg,BSBA-MM,4,Other
2026-4441,Althea,David,BSCE,1,Male
2026-4442,Naomi,San Jose,BSCE,2,Female
2026-4443,Daniel,Velasco,BSCS,3,Other
2026-4444,Juan,Bermudez,BSCerE,4,Male
2026-4445,Heidi,Lorenzo,BSChE,1,Female
2026-4446,Gabriel,Cruz,BSCpE,2,Other
2026-4447,Patricia,San Jose,BSECE,3,Male
2026-4448,Carlo,Samson,BSEE,4,Female
2026-4449,Elias,Ibrahim,BSEME,1,Other
2026-4450,Naomi,Castillo,BSENTREP,2,Male
2026-4451,Ana,Hernandez,BSEnE,3,Female
2026-4452,Martin,Panganiban,BSIS,4,Other
2026-4453,Carlo,Rosales,BSIT,1,Male
2026-4454,Roderick,Quinones,BSME,2,Female
2026-4455,Karl,Quinones,BSMEE,3,Other
2026-4456,Ryan,Fuentes,BSMetE,4,Male
2026-4457,Ramon,Tiongson,BSCE,1,Female
2026-4458,Jose,Cabrera,BSPhil,2,Other
2026-4459,Carlo,Neri,BSPsych,3,Male
2026-4460,Luis,San Jose,BA Fil,4,Female
2026-4461,Yana,Tiongson,BA His,1,Other
2026-4462,Clara,Padilla,BA Pan,2,Male
2026-4463,Alyssa,Valencia,BA PoS,3,Female
2026-4464,Maria,Neri,BA Psych,4,Other
2026-4465,Lourdes,Delos Santos,BA Soc,1,Male
2026-4466,Victor,Fernandez,BAELS,2,Female
2026-4467,Roderick,Soriano,BALCS,3,Other
2026-4468,Tessa,Dela Cruz,BET-CET,4,Male
2026-4469,Patricia,Rosales,BET-ChET,1,Female
2026-4470,Diana,Macaraeg,BET-EET,2,Other
2026-4471,Daniel,Ong,BET-EST,3,Male
2026-4472,Katherine,Mercado,BET-MET,4,Female
2026-4473,Grace,Santos,BET-MMT,1,Other
2026-4474,Adrian,Santiago,BS Applied Physics,2,Male
2026-4475,Vincent,Gutierrez,BS Bio-Animal Biology,3,Female
2026-4476,Heidi,Manansala,BS Bio-Biodiversity,4,Other
2026-4477,Shiela,Zamora,BS Bio-Microbiology,1,Male
2026-4478,Perry,Javier,BS Bio-Plant Biology,2,Female
2026-4479,Zachary,David,BS Chem,3,Other
2026-4480,Rita,Ferrer,BS Econ,4,Male
2026-4481,Aiden,Vargas,BS HM,1,Female
2026-4482,Bella,Hernando,BS IAM,2,Other
2026-4483,Clarisse,Gutierrez,BS Mar,3,Male
2026-4484,Aiden,Tanada,BS Math,4,Female
2026-4485,Maria,Urbano,BS Physics,1,Other
2026-4486,Marnie,Delos Santos,BS Stat,2,Male
2026-4487,Wilma,De Vera,BSA,3,Female
2026-4488,Liam,Perez,BSBA-BE,4,Other
2026-4489,Neil,Gatchalian,BSBA-MM,1,Male
2026-4490,Miguel,Razon,BSCE,2,Female
2026-4491,Arman,Umali,BSCE,3,Other
2026-4492,Liam,Quinto,BSCS,4,Male
2026-4493,Roderick,Cayetano,BSCerE,1,Female
2026-4494,Gabriel,Pineda,BSChE,2,Other
2026-4495,Katherine,Neri,BSCpE,3,Male
2026-4496,Lina,Wong,BSECE,4,Female
2026-4497,Queenie,Fuentes,BSEE,1,Other
2026-4498,Hector,Panganiban,BSEME,2,Male
2026-4499,Luis,Jacinto,BSENTREP,3,Female
2026-4500,Kevin,Belen,BSEnE,4,Other
2026-4501,Eric,Ocampo,BSIS,1,Male
2026-4502,Perry,Rivera,BSIT,2,Female
2026-4503,Eric,De Vera,BSME,3,Other
2026-4504,Ryan,Ocampo,BSMEE,4,Male
2026-4505,Nina,Dela Cruz,BSMetE,1,Female
2026-4506,Patricia,Manalo,BSCE,2,Other
2026-4507,Ryan,Mercado,BSPhil,3,Male
2026-4508,Daniel,Bautista,BSPsych,4,Female
2026-4509,Brian,Herrera,BA Fil,1,Other
2026-4510,Brian,Hidalgo,BA His,2,Male
2026-4511,Hazel,Sison,BA Pan,3,Female
2026-4512,Clara,Salvacion,BA PoS,4,Other
2026-4513,Patricia,Delos Santos,BA Psych,1,Male
2026-4514,Joshua,Hernando,BA Soc,2,Female
2026-4515,Ariana,Zamora,BAELS,3,Other
2026-4516,Naomi,Zulueta,BALCS,4,Male
2026-4517,Laura,Valdez,BET-CET,1,Female
2026-4518,Lourdes,Bernardo,BET-ChET,2,Other
2026-4519,Janice,Quinones,BET-EET,3,Male
2026-4520,Finn,Tiongson,BET-EST,4,Female
2026-4521,Ramon,Ablaza,BET-MET,1,Other
2026-4522,Clara,Ong,BET-MMT,2,Male
2026-4523,Isabella,Vargas,BS Applied Physics,3,Female
2026-4524,Elena,Flores,BS Bio-Animal Biology,4,Other
2026-4525,Celeste,Wong,BS Bio-Biodiversity,1,Male
2026-4526,Tristan,Bermudez,BS Bio-Microbiology,2,Female
2026-4527,Althea,Rivera,BS Bio-Plant Biology,3,Other
2026-4528,Uriel,Baldwin,BS Chem,4,Male
2026-4529,Patrick,Roxas,BS Econ,1,Female
2026-4530,Mark,De Vera,BS HM,2,Other
2026-4531,Bella,Rosales,BS IAM,3,Male
2026-4532,Hector,Salvacion,BS Mar,4,Female
2026-4533,Ella,Hernandez,BS Math,1,Other
2026-4534,Monica,Jalandoni,BS Physics,2,Male
2026-4535,Yvonne,Natividad,BS Stat,3,Female
2026-4536,Marnie,Sanchez,BSA,4,Other
2026-4537,Angela,Hernando,BSBA-BE,1,Male
2026-4538,Janice,Pascual,BSBA-MM,2,Female
2026-4539,Mia,Diaz,BSCE,3,Other
2026-4540,Rita,Zamora,BSCE,4,Male
2026-4541,Ophelia,Yason,BSCS,1,Female
2026-4542,Hannah,Lacsamana,BSCerE,2,Other
2026-4543,Wesley,Aguilar,BSChE,3,Male
2026-4544,Ethan,Cayetano,BSCpE,4,Female
2026-4545,Dylan,Villanueva,BSECE,1,Other
2026-4546,Mia,Aguilar,BSEE,2,Male
2026-4547,Gabriel,Khan,BSEME,3,Female
2026-4548,Finn,Ablaza,BSENTREP,4,Other
2026-4549,Gabriel,Zamora,BSEnE,1,Male
2026-4550,Naomi,Jacinto,BSIS,2,Female
2026-4551,Jasmine,Serrano,BSIT,3,Other
2026-4552,Vincent,Hernando,BSME,4,Male
2026-4553,Cyrus,Pascual,BSMEE,1,Female
2026-4554,Wendy,Cruz,BSMetE,2,Other
2026-4555,Ella,Ilagan,BSCE,3,Male
2026-4556,Brian,Garcia,BSPhil,4,Female
2026-4557,Faye,Abad,BSPsych,1,Other
2026-4558,Daniel,Hernandez,BA Fil,2,Male
2026-4559,Dominic,Velasco,BA His,3,Female
2026-4560,Angela,Belen,BA Pan,4,Other
2026-4561,Cedric,Estrada,BA PoS,1,Male
2026-4562,Heidi,Yabut,BA Psych,2,Female
2026-4563,Leah,Gutierrez,BA Soc,3,Other
2026-4564,Marnie,Navarro,BAELS,4,Male
2026-4565,Shiela,Ledesma,BALCS,1,Female
2026-4566,Arman,Quijano,BET-CET,2,Other
2026-4567,Ana,Neri,BET-ChET,3,Male
2026-4568,Daniel,Roxas,BET-EET,4,Female
2026-4569,Lina,Soriano,BET-EST,1,Other
2026-4570,Paolo,Cruz,BET-MET,2,Male
2026-4571,Yana,Cruz,BET-MMT,3,Female
2026-4572,Maya,Isidro,BS Applied Physics,4,Other
2026-4573,Bea,Fuentes,BS Bio-Animal Biology,1,Male
2026-4574,Adrian,Aguilar,BS Bio-Biodiversity,2,Female
2026-4575,Marnie,Aguilar,BS Bio-Microbiology,3,Other
2026-4576,Ivan,Hernandez,BS Bio-Plant Biology,4,Male
2026-4577,Kenneth,Velez,BS Chem,1,Female
2026-4578,Lina,Mendoza,BS Econ,2,Other
2026-4579,Brenda,Belen,BS HM,3,Male
2026-4580,Ryan,Zulueta,BS IAM,4,Female
2026-4581,Yvonne,Santos,BS Mar,1,Other
2026-4582,Selena,Quiambao,BS Math,2,Male
2026-4583,Kenneth,Belen,BS Physics,3,Female
2026-4584,Vincent,Flores,BS Stat,4,Other
2026-4585,Xavier,Pineda,BSA,1,Male
2026-4586,Martin,Umali,BSBA-BE,2,Female
2026-4587,Carlo,Morales,BSBA-MM,3,Other
2026-4588,Monica,Delos Santos,BSCE,4,Male
2026-4589,Faye,Quiambao,BSCE,1,Female
2026-4590,Ariana,Yason,BSCS,2,Other
2026-4591,Nestor,Fuentes,BSCerE,3,Male
2026-4592,Zachary,De Leon,BSChE,4,Female
2026-4593,Zachary,Paredes,BSCpE,1,Other
2026-4594,Ella,Pineda,BSECE,2,Male
2026-4595,Gabriel,De Leon,BSEE,3,Female
2026-4596,Paolo,Lacsamana,BSEME,4,Other
2026-4597,Wilma,Sison,BSENTREP,1,Male
2026-4598,Hector,Baldwin,BSEnE,2,Female
2026-4599,Clarisse,Aguilar,BSIS,3,Other
2026-4600,Elias,Cayetano,BSIT,4,Male
2026-4601,Orlando,Romero,BSME,1,Female
2026-4602,Arman,Manansala,BSMEE,2,Other
2026-4603,Jose,San Jose,BSMetE,3,Male
2026-4604,Kevin,Joaquin,BSCE,4,Female
2026-4605,Jose,Tanada,BSPhil,1,Other
2026-4606,Dylan,Lopez,BSPsych,2,Male
2026-4607,Angela,Luna,BA Fil,3,Female
2026-4608,Queenie,Isidro,BA His,4,Other
2026-4609,Irene,Tan,BA Pan,1,Male
2026-4610,Ethan,Ortega,BA PoS,2,Female
2026-4611,Andrea,Robles,BA Psych,3,Other
2026-4612,Lara,Ibrahim,BA Soc,4,Male
2026-4613,Sebastian,Calixto,BAELS,1,Female
2026-4614,Ulysses,Yap,BALCS,2,Other
2026-4615,Victor,Ramos,BET-CET,3,Male
2026-4616,Neil,De Leon,BET-ChET,4,Female
2026-4617,Finn,Mendoza,BET-EET,1,Other
2026-4618,Kevin,Samson,BET-EST,2,Male
2026-4619,Marnie,Razon,BET-MET,3,Female
2026-4620,Cyrus,Salvacion,BET-MMT,4,Other
2026-4621,Orlando,Estrada,BS Applied Physics,1,Male
2026-4622,Nathan,Tan,BS Bio-Animal Biology,2,Female
2026-4623,Queenie,Ibrahim,BS Bio-Biodiversity,3,Other
2026-4624,Jose,Gatchalian,BS Bio-Microbiology,4,Male
2026-4625,Naomi,Ablaza,BS Bio-Plant Biology,1,Female
2026-4626,Juan,Guevara,BS Chem,2,Other
2026-4627,Zion,Fuentes,BS Econ,3,Male
2026-4628,Enzo,Mendoza,BS HM,4,Female
2026-4629,Wendy,Salvacion,BS IAM,1,Other
2026-4630,Daphne,Santiago,BS Mar,2,Male
2026-4631,Joy,Padilla,BS Math,3,Female
2026-4632,Dylan,Yason,BS Physics,4,Other
2026-4633,Paolo,Osorio,BS Stat,1,Male
2026-4634,Martin,Villanueva,BSA,2,Female
2026-4635,Shiela,Osorio,BSBA-BE,3,Other
2026-4636,Jose,Isidro,BSBA-MM,4,Male
2026-4637,Faith,Jalandoni,BSCE,1,Female
2026-4638,Ian,Salvacion,BSCE,2,Other
2026-4639,Mark,Magtibay,BSCS,3,Male
2026-4640,Leah,Javier,BSCerE,4,Female
2026-4641,Dylan,Khan,BSChE,1,Other
2026-4642,Roderick,Neri,BSCpE,2,Male
2026-4643,Valerie,Abad,BSECE,3,Female
2026-4644,Tessa,Inocencio,BSEE,4,Other
2026-4645,Maria,Enriquez,BSEME,1,Male
2026-4646,Simon,Kasim,BSENTREP,2,Female
2026-4647,Celeste,Benedicto,BSEnE,3,Other
2026-4648,Valerie,Isidro,BSIS,4,Male
2026-4649,Dominic,Reyes,BSIT,1,Female
2026-4650,Neil,Aquino,BSME,2,Other
2026-4651,Wilma,Enriquez,BSMEE,3,Male
2026-4652,Ella,Magtibay,BSMetE,4,Female
2026-4653,Uriel,Herrera,BSCE,1,Other
2026-4654,Janice,Razon,BSPhil,2,Male
2026-4655,Yvette,Hilario,BSPsych,3,Female
2026-4656,Orlando,Abad,BA Fil,4,Other
2026-4657,Carmen,Madrigal,BA His,1,Male
2026-4658,Cedric,Ablaza,BA Pan,2,Female
2026-4659,Ophelia,Quinto,BA PoS,3,Other
2026-4660,Olivia,Domingo,BA Psych,4,Male
2026-4661,Giselle,San Jose,BA Soc,1,Female
2026-4662,Shiela,Gonzales,BAELS,2,Other
2026-4663,Shiela,Soriano,BALCS,3,Male
2026-4664,Ana,Gonzales,BET-CET,4,Female
2026-4665,Lourdes,Hernando,BET-ChET,1,Other
2026-4666,Althea,Gatdula,BET-EET,2,Male
2026-4667,Angela,Manalo,BET-EST,3,Female
2026-4668,Naomi,Pineda,BET-MET,4,Other
2026-4669,Yana,Ilagan,BET-MMT,1,Male
2026-4670,Eric,Tagle,BS Applied Physics,2,Female
2026-4671,Isagani,Cayetano,BS Bio-Animal Biology,3,Other
2026-4672,Althea,Isidro,BS Bio-Biodiversity,4,Male
2026-4673,Ophelia,Isidro,BS Bio-Microbiology,1,Female
2026-4674,Paolo,Abad,BS Bio-Plant Biology,2,Other
2026-4675,Victor,Yap,BS Chem,3,Male
2026-4676,Kenneth,Hernandez,BS Econ,4,Female
2026-4677,Bianca,Fernandez,BS HM,1,Other
2026-4678,Kevin,Hernandez,BS IAM,2,Male
2026-4679,Tristan,Perez,BS Mar,3,Female
2026-4680,Mark,Perez,BS Math,4,Other
2026-4681,Tessa,Morales,BS Physics,1,Male
2026-4682,Samuel,Nolasco,BS Stat,2,Female
2026-4683,Olivia,Paredes,BSA,3,Other
2026-4684,Janice,Yap,BSBA-BE,4,Male
2026-4685,Neil,Sison,BSBA-MM,1,Female
2026-4686,Carmen,Sison,BSCE,2,Other
2026-4687,Andrea,Pineda,BSCE,3,Male
2026-4688,Finn,Fuentes,BSCS,4,Female
2026-4689,Paula,Gatchalian,BSCerE,1,Other
2026-4690,Naomi,Fuentes,BSChE,2,Male
2026-4691,Gabriel,Zulueta,BSCpE,3,Female
2026-4692,Isabella,Herrera,BSECE,4,Other
2026-4693,Adrian,Lopez,BSEE,1,Male
2026-4694,Mila,Cabrera,BSEME,2,Female
2026-4695,Nestor,Inocencio,BSENTREP,3,Other
2026-4696,Paula,Hilario,BSEnE,4,Male
2026-4697,Daniel,Razon,BSIS,1,Female
2026-4698,Lara,Dela Cruz,BSIT,2,Other
2026-4699,Kenneth,Lopez,BSME,3,Male
2026-4700,Finn,Neri,BSMEE,4,Female
2026-4701,Jasmine,Dizon,BSMetE,1,Other
2026-4702,Jared,Quiambao,BSCE,2,Male
2026-4703,Maya,Baldwin,BSPhil,3,Female
2026-4704,Clara,Ortega,BSPsych,4,Other
2026-4705,Ramon,Razon,BA Fil,1,Male
2026-4706,Ana,Yabut,BA His,2,Female
2026-4707,Carlo,Hernandez,BA Pan,3,Other
2026-4708,Ursula,Dela Cruz,BA PoS,4,Male
2026-4709,Ramon,Ilagan,BA Psych,1,Female
2026-4710,Marnie,Rosales,BA Soc,2,Other
2026-4711,Karl,Soriano,BAELS,3,Male
2026-4712,Lina,Osorio,BALCS,4,Female
2026-4713,Dylan,Quisumbing,BET-CET,1,Other
2026-4714,Wilma,Gonzales,BET-ChET,2,Male
2026-4715,Hazel,Padilla,BET-EET,3,Female
2026-4716,Bella,Santos,BET-EST,4,Other
2026-4717,Juan,Fernandez,BET-MET,1,Male
2026-4718,Hannah,Serrano,BET-MMT,2,Female
2026-4719,Cedric,Alvarez,BS Applied Physics,3,Other
2026-4720,Patricia,Hidalgo,BS Bio-Animal Biology,4,Male
2026-4721,Christian,Zamora,BS Bio-Biodiversity,1,Female
2026-4722,Vincent,Valencia,BS Bio-Microbiology,2,Other
2026-4723,Isabella,Cruz,BS Bio-Plant Biology,3,Male
2026-4724,Simon,Dizon,BS Chem,4,Female
2026-4725,Frances,Co,BS Econ,1,Other
2026-4726,Lourdes,Hernandez,BS HM,2,Male
2026-4727,Naomi,De Vera,BS IAM,3,Female
2026-4728,Dylan,Estrella,BS Mar,4,Other
2026-4729,Ariana,Hernandez,BS Math,1,Male
2026-4730,Heidi,Morales,BS Physics,2,Female
2026-4731,Naomi,Morales,BS Stat,3,Other
2026-4732,Faye,Samson,BSA,4,Male
2026-4733,Perry,Sanchez,BSBA-BE,1,Female
2026-4734,Elena,Yap,BSBA-MM,2,Other
2026-4735,Nathan,Bautista,BSCE,3,Male
2026-4736,Patricia,Lacsamana,BSCE,4,Female
2026-4737,Nina,Manalo,BSCS,1,Other
2026-4738,Jasmine,Torres,BSCerE,2,Male
2026-4739,Clara,Jalandoni,BSChE,3,Female
2026-4740,Sebastian,David,BSCpE,4,Other
2026-4741,Leo,Castillo,BSECE,1,Male
2026-4742,Nicole,De Leon,BSEE,2,Female
2026-4743,Nestor,Zulueta,BSEME,3,Other
2026-4744,Ariel,Sison,BSENTREP,4,Male
2026-4745,Frances,Quinto,BSEnE,1,Female
2026-4746,Olivia,Sanchez,BSIS,2,Other
2026-4747,Yvonne,Baldwin,BSIT,3,Male
2026-4748,Nicole,Rivera,BSME,4,Female
2026-4749,Enzo,Guevara,BSMEE,1,Other
2026-4750,Luis,Ocampo,BSMetE,2,Male
2026-4751,Isabella,Valencia,BSCE,3,Female
2026-4752,Gabriel,Espinosa,BSPhil,4,Other
2026-4753,Quinn,Kasim,BSPsych,1,Male
2026-4754,Ariana,Guevara,BA Fil,2,Female
2026-4755,Noah,Calixto,BA His,3,Other
2026-4756,Daniel,Velez,BA Pan,4,Male
2026-4757,Vincent,Roxas,BA PoS,1,Female
2026-4758,Angela,Razon,BA Psych,2,Other
2026-4759,Valerie,Luna,BA Soc,3,Male
2026-4760,Tobias,Lopez,BAELS,4,Female
2026-4761,Paolo,Salvacion,BALCS,1,Other
2026-4762,Dominic,Umali,BET-CET,2,Male
2026-4763,Ethan,Co,BET-ChET,3,Female
2026-4764,Rafael,Ramos,BET-EET,4,Other
2026-4765,Lourdes,Isidro,BET-EST,1,Male
2026-4766,Lourdes,Salazar,BET-MET,2,Female
2026-4767,Tobias,Wong,BET-MMT,3,Other
2026-4768,Finn,Gatdula,BS Applied Physics,4,Male
2026-4769,Nathan,Kasim,BS Bio-Animal Biology,1,Female
2026-4770,Miguel,Yabut,BS Bio-Biodiversity,2,Other
2026-4771,Diana,Diaz,BS Bio-Microbiology,3,Male
2026-4772,Ryan,Enriquez,BS Bio-Plant Biology,4,Female
2026-4773,Adrian,Belen,BS Chem,1,Other
2026-4774,Yvette,Cruz,BS Econ,2,Male
2026-4775,Wesley,Domingo,BS HM,3,Female
